FileName,ShowName,FullFileLength,SegmentID,SegmentLength,SegmentStart,SegmentEnd,SpeakerAge,SpeakerGender,SpeakerDialect,Environment,Speaker,GroundTruthText,ProcessedText,Category,SegmentPath
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0010,10.0,90.0,100.0,Child,Unknown,North,Noisy,Speaker_1,تشيله لاجي تدومه يمينك ياما الحوالي سلم على العبيد وانطه دفتر العيلة قل له ترى انا قبلنا موتتا الغالي الله ايه سلم على العبيد وانطه دفتر العيلة,تشيله لاجي تدومه يمينك ياما الحوالي سلم علي العبيد وانطه دفتر العيلة قل له تري انا قبلنا موتتا الغالي الله ايه سلم علي العبيد وانطه دفتر العيلة,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0010.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0011,10.0,99.0,109.0,Child,Unknown,North,Noisy,Speaker_2,يتكلم على عبيد وانطف دفتر العيلة قلت ترى انا قضلنا مؤتة الغالي اختارها الله وانا وحدت وادعي له ما عاضني فيه للأول والالتالي,يتكلم علي عبيد وانطف دفتر العيلة قلت تري انا قضلنا موتة الغالي اختارها الله وانا وحدت وادعي له ما عاضني فيه للاول والالتالي,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0011.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0012,10.0,108.0,118.0,Adult,Male,North,Music,Speaker_3,من جميل المراثيان يا أخي حتى اسم الجوف أصلاً شاعري صح,من جميل المراثيان يا اخي حتي اسم الجوف اصلا شاعري صح,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0012.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0013,10.0,117.0,127.0,Child,Female,North,Music,Speaker_4,كلمة الجوف كلمة الجوف أصلاً كلمة شاعرية موجودة في الشعر طلع لي في جوفك أي مش في جوفك كلمة الجوف كلمة شاعرية دايماً قصايدة الحنين,كلمة الجوف كلمة الجوف اصلا كلمة شاعرية موجودة في الشعر طلع لي في جوفك اي مش في جوفك كلمة الجوف كلمة شاعرية دايما قصايدة الحنين,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0013.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0014,10.0,126.0,136.0,Child,Female,North,Music,Speaker_5,دايما قصايد الحنين فيها كلمة الجوف في جوف حتى في المدح فهد عافت وش يقول,دايما قصايد الحنين فيها كلمة الجوف في جوف حتي في المدح فهد عافت وش يقول,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0014.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0015,10.0,135.0,145.0,Child,Female,North,Music,Speaker_1,وش يقول يمدح في قصيدة طويلة فيها بيت يقول كريم والله انه يستحي من ردة الانفاس الى من عطاها للهبوب,وش يقول يمدح في قصيدة طويلة فيها بيت يقول كريم والله انه يستحي من ردة الانفاس الي من عطاها للهبوب,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0015.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0016,10.0,144.0,154.0,Child,Female,North,Music,Speaker_2,عطاها للهبوب وردت الجوفة خلي أشرح لكم البيت هو لأن البيت هذا معادلة فهي لسوء,عطاها للهبوب وردت الجوفة خلي اشرح لكم البيت هو لان البيت هذا معادلة فهي لسوء,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0016.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0017,10.0,153.0,163.0,Child,Female,North,Music,Speaker_3,فلسوف واحد يقول كريم والله انه يستحي من ردة الانفاس يعني انت حين تنسم شهير زفية صح؟ صح تعطي هوا وتاخذ هوا صح؟ صح,فلسوف واحد يقول كريم والله انه يستحي من ردة الانفاس يعني انت حين تنسم شهير زفية صح صح تعطي هوا وتاخذ هوا صح صح,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0017.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0018,10.0,162.0,172.0,Child,Female,North,Music,Speaker_4,صح يقول كريمو والله أنه يستحي من ردة الأنفاس إلى من حطاها للهبوب وردة الجوفة يستحي من كثر ما هو أنه يود أنه فقط يعطي هوا حتى ما يأخذ آه,صح يقول كريمو والله انه يستحي من ردة الانفاس الي من حطاها للهبوب وردة الجوفة يستحي من كثر ما هو انه يود انه فقط يعطي هوا حتي ما ياخذ اه,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0018.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0019,10.0,171.0,181.0,Adult,Male,North,Noisy,Speaker_5,حتى ما يأخذ من كثر ما هو بمعطى,حتي ما ياخذ من كثر ما هو بمعطي,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0019.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0020,10.0,180.0,190.0,Adult,Male,North,Noisy,Speaker_1,اشتركوا في القناة,اشتركوا في القناة,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0020.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0021,10.0,189.0,199.0,Child,Unknown,North,Music,Speaker_2,وطبعاً مشهورة الجوف بمرجان زيتون اللي حولنا ده ايه ومشهورة بالزراعة ومشهورة بالمياه الجوفية ومشهورة بالشعر ومشهورة بالشعر انا اقول الجوف تنتج,وطبعا مشهورة الجوف بمرجان زيتون اللي حولنا ده ايه ومشهورة بالزراعة ومشهورة بالمياه الجوفية ومشهورة بالشعر ومشهورة بالشعر انا اقول الجوف تنتج,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0021.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0022,10.0,198.0,208.0,Child,Unknown,North,Music,Speaker_3,تنتج من من الادب والشعر العذب اضعاف ما تنتج من الزيتون صح? يقول اه غالبا استراح. من شعر الجوف وهذه تعتبر,تنتج من من الادب والشعر العذب اضعاف ما تنتج من الزيتون صح يقول اه غالبا استراح من شعر الجوف وهذه تعتبر,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0022.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0023,10.0,207.0,217.0,Child,Unknown,North,Music,Speaker_4,قصيدة مهمة جدا من عيون الشعر اللي قيلت في منطقة الجوف يقول الله على والشمس بعد انشعاقها من حدر الزرقاء,قصيدة مهمة جدا من عيون الشعر اللي قيلت في منطقة الجوف يقول الله علي والشمس بعد انشعاقها من حدر الزرقاء,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0023.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0024,10.0,216.0,226.0,Child,Unknown,North,Noisy,Speaker_5,نحضر الزرقة على نقرة الجوف الزرقة العينة اللي في الأردن والله تسقيلنا شجارا ضليلا ورقها واللي نماها للمساير,نحضر الزرقة علي نقرة الجوف الزرقة العينة اللي في الاردن والله تسقيلنا شجارا ضليلا ورقها واللي نماها للمساير,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0024.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0025,10.0,225.0,235.0,Child,Female,North,Music,Speaker_1,المساير وضيوف يبي يبي يبدي لها تسقى ريانة ايوة العين تهدر ده ما ما يقضي معها يقول الله على و الشمس بعد يشعقها في النهار,المساير وضيوف يبي يبي يبدي لها تسقي ريانة ايوة العين تهدر ده ما ما يقضي معها يقول الله علي و الشمس بعد يشعقها في النهار,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0025.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0026,10.0,234.0,244.0,Child,Female,North,Noisy,Speaker_2,فإنها منحدرة الزرقة على نقرة الجوف يبي يشيل حتى موارد الناس يحطها عندهم وهذا يؤكد على منطقته عنده في حالة قلولة,فانها منحدرة الزرقة علي نقرة الجوف يبي يشيل حتي موارد الناس يحطها عندهم وهذا يوكد علي منطقته عنده في حالة قلولة,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0026.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0027,10.0,243.0,253.0,Child,Unknown,North,Music,Speaker_3,حلقة أولى علاقة الشاعر بالمكان يعني وعلاقة الشاعر بديرته و بمجتمعه ما في شاعر ما يحب ديرته ولا ودهي إن الخير كله فيها,حلقة اولي علاقة الشاعر بالمكان يعني وعلاقة الشاعر بديرته و بمجتمعه ما في شاعر ما يحب ديرته ولا ودهي ان الخير كله فيها,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0027.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0028,10.0,252.0,262.0,Child,Unknown,North,Music,Speaker_4,في بعض عندهم عبدالله بن خميس النواك نواك من شعراء الجوف اي من شعراء الجوف عظيم هو اللي يقول دايما,في بعض عندهم عبدالله بن خميس النواك نواك من شعراء الجوف اي من شعراء الجوف عظيم هو اللي يقول دايما,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0028.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0029,10.0,261.0,271.0,Child,Unknown,North,Music,Speaker_5,دايماً في الشعر يمدحون قطع الفرج رجل يقطع الفرجة، الفرجة المسافة الطويلة دايماً ممدوح، إلا عبد الله بن الخميس تعامل معه تعامل ذكي,دايما في الشعر يمدحون قطع الفرج رجل يقطع الفرجة الفرجة المسافة الطويلة دايما ممدوح الا عبد الله بن الخميس تعامل معه تعامل ذكي,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0029.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0030,10.0,270.0,280.0,Adult,Unknown,North,Music,Speaker_1,يبي يصف ناس انهم بعيدين عنه مرة يقول اقفوا و راحتهم عليها التحاسيف تحاسف على راحتهم اقفوا و راحتهم عليها التحاسيف,يبي يصف ناس انهم بعيدين عنه مرة يقول اقفوا و راحتهم عليها التحاسيف تحاسف علي راحتهم اقفوا و راحتهم عليها التحاسيف,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0030.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0031,10.0,279.0,289.0,Child,Unknown,North,Music,Speaker_2,أقفوا روحتهم عليها التحاسيب تسوقهم غبر السنين بعصاها شير الصورة تسوير والله تسوقهم غبر السنين بعصاها هلا السنين معنا,اقفوا روحتهم عليها التحاسيب تسوقهم غبر السنين بعصاها شير الصورة تسوير والله تسوقهم غبر السنين بعصاها هلا السنين معنا,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0031.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0032,10.0,288.0,298.0,Child,Female,North,Music,Speaker_3,أهل السنين معهن عصيبه لا معهن تسوقهم غبر السنين بعصاها في منزل تذري عليها العواصيف يمل قطاع الف رجما خلاها ما فيها حق,اهل السنين معهن عصيبه لا معهن تسوقهم غبر السنين بعصاها في منزل تذري عليها العواصيف يمل قطاع الف رجما خلاها ما فيها حق,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0032.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0033,10.0,297.0,307.0,Child,Female,North,Music,Speaker_4,ما فيها حاجة من بعدهم في منزل انتظري عليها العواصي في من القطاع الفرج من خلال في منزل انتظري عليها العواصي في الهبايب والغبار والسافي وبعيد منزلهم,ما فيها حاجة من بعدهم في منزل انتظري عليها العواصي في من القطاع الفرج من خلال في منزل انتظري عليها العواصي في الهبايب والغبار والسافي وبعيد منزلهم,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0033.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0034,10.0,306.0,316.0,Child,Female,North,Music,Speaker_5,وبعيد منزلهم بعيد مرة في متاني شير اللي هم راحوا له حتى قطع الفرج اللي يمدحونها الناس يمل من هالمسافة يمل قطع الفرج من خلالها,وبعيد منزلهم بعيد مرة في متاني شير اللي هم راحوا له حتي قطع الفرج اللي يمدحونها الناس يمل من هالمسافة يمل قطع الفرج من خلالها,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0034.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0035,10.0,315.0,325.0,Child,Male,North,Music,Speaker_1,أبن خميس النواق شاعر عظيم,ابن خميس النواق شاعر عظيم,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0035.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0036,10.0,324.0,334.0,Adult,Male,North,Noisy,Speaker_2,يا الله,يا الله,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0036.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0037,10.0,333.0,343.0,Child,Female,North,Music,Speaker_3,يا المعبود يا من شاء الغمام يا الله,يا المعبود يا من شاء الغمام يا الله,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0037.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0038,10.0,342.0,352.0,Child,Female,North,Music,Speaker_4,يا المعبود يا من شاء الغمار يا الله يا,يا المعبود يا من شاء الغمار يا الله يا,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0038.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0039,10.0,351.0,361.0,Child,Female,North,Music,Speaker_5,يا المعبود يا مشال غمام يا المعتلي ما للعرب غيرك عوين,يا المعبود يا مشال غمام يا المعتلي ما للعرب غيرك عوين,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0039.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0040,10.0,360.0,370.0,Adult,Female,North,Noisy,Speaker_1,موسيقى موسيقى,موسيقي موسيقي,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0040.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0041,10.0,369.0,379.0,Child,Unknown,North,Music,Speaker_2,الجوف منطقة ثرية زراعيا وثرية شعرية وتكلمنا عن الشعر غريب هذا التنوع الثقافي في المملكة,الجوف منطقة ثرية زراعيا وثرية شعرية وتكلمنا عن الشعر غريب هذا التنوع الثقافي في المملكة,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0041.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0042,10.0,378.0,388.0,Child,Female,North,Music,Speaker_3,الثقافي في المملكة يعني الجوف اليوم أنا حضرت فيها خامس سامري مختلف كل سامري عن الثاني طبيعة أهل الجوف يحبون,الثقافي في المملكة يعني الجوف اليوم انا حضرت فيها خامس سامري مختلف كل سامري عن الثاني طبيعة اهل الجوف يحبون,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0042.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0043,10.0,387.0,397.0,Child,Female,North,Noisy,Speaker_4,الجوف يحبون الفن بكل أشكال سواء كان فن غنائي، فن طربي أو حتى فن تشكيلي الجوف ليس بلد فقط متنوع بزيادة,الجوف يحبون الفن بكل اشكال سواء كان فن غنايي فن طربي او حتي فن تشكيلي الجوف ليس بلد فقط متنوع بزيادة,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0043.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0044,10.0,396.0,406.0,Child,Unknown,North,Noisy,Speaker_5,تنوع بالزراعة حتى أشكال الفن السامري والعرضة هذا تنوع مهو بسيط تنوع الهائل,تنوع بالزراعة حتي اشكال الفن السامري والعرضة هذا تنوع مهو بسيط تنوع الهايل,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0044.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0045,10.0,405.0,415.0,Child,Male,North,Noisy,Speaker_1,نوع الهائل هذا الكمية الهائلة من الألوان والأطياف الأدبية والشعرية وجودها فقط في المملكة العربية السعودية,نوع الهايل هذا الكمية الهايلة من الالوان والاطياف الادبية والشعرية وجودها فقط في المملكة العربية السعودية,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0045.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0046,10.0,414.0,424.0,Child,Unknown,North,Music,Speaker_2,الفن ينعكس على جودة الحياة واليوم الجوف في دراسة على الاكتئاب هي رقم واحد كأقل منطقة في السعودية فيها نسبة الاكتئاب,الفن ينعكس علي جودة الحياة واليوم الجوف في دراسة علي الاكتياب هي رقم واحد كاقل منطقة في السعودية فيها نسبة الاكتياب,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0046.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0047,10.0,423.0,433.0,Child,Unknown,North,Music,Speaker_3,وهذا دليل أن الشعر والطبيعة والفن تقلل من نسبة الاكتئاب عند البشر الجوف يهتمون بالأزياء لو لاحظتم في العرضة عندهم الثوبة,وهذا دليل ان الشعر والطبيعة والفن تقلل من نسبة الاكتياب عند البشر الجوف يهتمون بالازياء لو لاحظتم في العرضة عندهم الثوبة,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0047.wav
audio_files_16kHz/الثقافية أدب _ حس _ شعراء الجوف.wav,الثقافية,461.5663125,الثقافية أدب _ حس _ شعراء الجوف_0048,10.0,432.0,442.0,Child,Unknown,North,Noisy,Speaker_4,عندهم الثوب المرودن وعندهم حتى صدريات بشكل معين وعندهم حتى رقاعات ووقفتها بشكل معين هذا يعطيهم طابع مختلف في العرضة,عندهم الثوب المرودن وعندهم حتي صدريات بشكل معين وعندهم حتي رقاعات ووقفتها بشكل معين هذا يعطيهم طابع مختلف في العرضة,Program,/kaggle/working/segmented_south_north_16/segments/الثقافية أدب _ حس _ شعراء الجوف_0048.wav
